handle,condition,week,feed_average_prop_in_network_posts
joparkerbear.bsky.social,reverse_chronological,3.0,0.102
joparkerbear.bsky.social,reverse_chronological,4.0,0.218
joparkerbear.bsky.social,reverse_chronological,5.0,0.492
joparkerbear.bsky.social,reverse_chronological,6.0,0.5
joparkerbear.bsky.social,reverse_chronological,7.0,0.5
joparkerbear.bsky.social,reverse_chronological,8.0,0.5
jordangrey.bsky.social,engagement,1.0,0.071
jordangrey.bsky.social,engagement,2.0,0.007
jordangrey.bsky.social,engagement,3.0,0.102
jordangrey.bsky.social,engagement,4.0,0.491
jordangrey.bsky.social,engagement,5.0,0.5
jordangrey.bsky.social,engagement,6.0,0.5
jordangrey.bsky.social,engagement,7.0,0.5
jordangrey.bsky.social,engagement,8.0,0.464
jorge08643.bsky.social,reverse_chronological,1.0,0.055
jorge08643.bsky.social,reverse_chronological,2.0,0.035
jorge08643.bsky.social,reverse_chronological,3.0,0.17
jorge08643.bsky.social,reverse_chronological,4.0,0.181
jorge08643.bsky.social,reverse_chronological,5.0,0.182
jorge08643.bsky.social,reverse_chronological,6.0,0.177
jorge08643.bsky.social,reverse_chronological,7.0,0.196
jorge08643.bsky.social,reverse_chronological,8.0,0.245
jose013.bsky.social,reverse_chronological,1.0,0.005
jose013.bsky.social,reverse_chronological,2.0,0.01
jose013.bsky.social,reverse_chronological,3.0,0.059
jose013.bsky.social,reverse_chronological,4.0,0.305
jose013.bsky.social,reverse_chronological,5.0,0.313
jose013.bsky.social,reverse_chronological,6.0,0.335
jose013.bsky.social,reverse_chronological,7.0,0.405
jose013.bsky.social,reverse_chronological,8.0,0.37
jose10011.bsky.social,reverse_chronological,1.0,0.0
jose10011.bsky.social,reverse_chronological,2.0,0.0
jose10011.bsky.social,reverse_chronological,3.0,0.0
jose10011.bsky.social,reverse_chronological,4.0,0.071
jose10011.bsky.social,reverse_chronological,5.0,0.087
jose10011.bsky.social,reverse_chronological,6.0,0.094
jose10011.bsky.social,reverse_chronological,7.0,0.139
jose10011.bsky.social,reverse_chronological,8.0,0.125
josephred.bsky.social,engagement,1.0,0.0
josephred.bsky.social,engagement,2.0,0.02
josephred.bsky.social,engagement,3.0,0.088
josephred.bsky.social,engagement,4.0,0.481
josephred.bsky.social,engagement,5.0,0.491
josephred.bsky.social,engagement,6.0,0.5
josephred.bsky.social,engagement,7.0,0.497
josephred.bsky.social,engagement,8.0,0.5
josephwilson12.bsky.social,engagement,1.0,0.014
josephwilson12.bsky.social,engagement,2.0,0.021
josephwilson12.bsky.social,engagement,3.0,0.1
josephwilson12.bsky.social,engagement,4.0,0.08
josephwilson12.bsky.social,engagement,5.0,0.065
josephwilson12.bsky.social,engagement,6.0,0.095
josephwilson12.bsky.social,engagement,7.0,0.089
josephwilson12.bsky.social,engagement,8.0,0.076
josequijano44.bsky.social,representative_diversification,1.0,0.0
josequijano44.bsky.social,representative_diversification,2.0,0.016
josequijano44.bsky.social,representative_diversification,3.0,0.091
josequijano44.bsky.social,representative_diversification,4.0,0.491
josequijano44.bsky.social,representative_diversification,5.0,0.5
josequijano44.bsky.social,representative_diversification,6.0,0.5
josequijano44.bsky.social,representative_diversification,7.0,0.5
josequijano44.bsky.social,representative_diversification,8.0,0.478
joshex.bsky.social,reverse_chronological,1.0,0.0
joshex.bsky.social,reverse_chronological,2.0,0.0
joshex.bsky.social,reverse_chronological,3.0,0.006
joshex.bsky.social,reverse_chronological,4.0,0.0
joshex.bsky.social,reverse_chronological,5.0,0.001
joshex.bsky.social,reverse_chronological,6.0,0.03
joshex.bsky.social,reverse_chronological,7.0,0.042
joshex.bsky.social,reverse_chronological,8.0,0.032
joshm56.bsky.social,reverse_chronological,1.0,0.0
joshm56.bsky.social,reverse_chronological,2.0,0.0
joshm56.bsky.social,reverse_chronological,3.0,0.0
joshm56.bsky.social,reverse_chronological,4.0,0.031
joshm56.bsky.social,reverse_chronological,5.0,0.05
joshm56.bsky.social,reverse_chronological,6.0,0.081
joshm56.bsky.social,reverse_chronological,7.0,0.12
joshm56.bsky.social,reverse_chronological,8.0,0.14
joshmart823.bsky.social,reverse_chronological,1.0,0.183
joshmart823.bsky.social,reverse_chronological,2.0,0.066
joshmart823.bsky.social,reverse_chronological,3.0,0.368
joshmart823.bsky.social,reverse_chronological,4.0,0.382
joshmart823.bsky.social,reverse_chronological,5.0,0.454
joshmart823.bsky.social,reverse_chronological,6.0,0.5
joshmart823.bsky.social,reverse_chronological,7.0,0.491
joshmart823.bsky.social,reverse_chronological,8.0,0.44
joshua.bsky.social,representative_diversification,1.0,0.0
joshua.bsky.social,representative_diversification,2.0,0.0
joshua.bsky.social,representative_diversification,3.0,0.0
joshua.bsky.social,representative_diversification,4.0,0.358
joshua.bsky.social,representative_diversification,5.0,0.5
joshua.bsky.social,representative_diversification,6.0,0.5
joshua.bsky.social,representative_diversification,7.0,0.5
joshua.bsky.social,representative_diversification,8.0,0.484
joshuamichaels.bsky.social,reverse_chronological,1.0,0.004
joshuamichaels.bsky.social,reverse_chronological,2.0,0.015
joshuamichaels.bsky.social,reverse_chronological,3.0,0.118
joshuamichaels.bsky.social,reverse_chronological,4.0,0.077
joshuamichaels.bsky.social,reverse_chronological,5.0,0.075
joshuamichaels.bsky.social,reverse_chronological,6.0,0.164
joshuamichaels.bsky.social,reverse_chronological,7.0,0.384
joshuamichaels.bsky.social,reverse_chronological,8.0,0.372
joshuanortonii.bsky.social,engagement,1.0,0.071
joshuanortonii.bsky.social,engagement,2.0,0.017
joshuanortonii.bsky.social,engagement,3.0,0.112
joshuanortonii.bsky.social,engagement,4.0,0.492
joshuanortonii.bsky.social,engagement,5.0,0.5
joshuanortonii.bsky.social,engagement,6.0,0.5
joshuanortonii.bsky.social,engagement,7.0,0.5
joshuanortonii.bsky.social,engagement,8.0,0.448
joshy95.bsky.social,engagement,1.0,0.0
joshy95.bsky.social,engagement,2.0,0.022
joshy95.bsky.social,engagement,3.0,0.116
joshy95.bsky.social,engagement,4.0,0.099
joshy95.bsky.social,engagement,5.0,0.096
joshy95.bsky.social,engagement,6.0,0.106
joshy95.bsky.social,engagement,7.0,0.117
joshy95.bsky.social,engagement,8.0,0.161
jotarney.bsky.social,engagement,1.0,0.0
jotarney.bsky.social,engagement,2.0,0.0
jotarney.bsky.social,engagement,3.0,0.006
jotarney.bsky.social,engagement,4.0,0.0
jotarney.bsky.social,engagement,5.0,0.0
jotarney.bsky.social,engagement,6.0,0.0
jotarney.bsky.social,engagement,7.0,0.002
jotarney.bsky.social,engagement,8.0,0.048
jovimom.bsky.social,engagement,1.0,
jovimom.bsky.social,engagement,2.0,0.0
jovimom.bsky.social,engagement,3.0,0.003
jovimom.bsky.social,engagement,4.0,0.026
jovimom.bsky.social,engagement,5.0,0.107
jovimom.bsky.social,engagement,6.0,0.094
jovimom.bsky.social,engagement,7.0,0.142
jovimom.bsky.social,engagement,8.0,0.067
jowilson33.bsky.social,representative_diversification,1.0,0.0
jowilson33.bsky.social,representative_diversification,2.0,0.0
jowilson33.bsky.social,representative_diversification,3.0,0.006
jowilson33.bsky.social,representative_diversification,4.0,0.0
jowilson33.bsky.social,representative_diversification,5.0,0.0
jowilson33.bsky.social,representative_diversification,6.0,0.001
jowilson33.bsky.social,representative_diversification,7.0,0.003
jowilson33.bsky.social,representative_diversification,8.0,0.013
joy456.bsky.social,engagement,1.0,0.019
joy456.bsky.social,engagement,2.0,0.0
joy456.bsky.social,engagement,3.0,0.026
joy456.bsky.social,engagement,4.0,0.122
joy456.bsky.social,engagement,5.0,0.104
joy456.bsky.social,engagement,6.0,0.107
joy456.bsky.social,engagement,7.0,0.128
joy456.bsky.social,engagement,8.0,0.081
joycedoby.bsky.social,reverse_chronological,1.0,0.009
joycedoby.bsky.social,reverse_chronological,2.0,0.0
joycedoby.bsky.social,reverse_chronological,3.0,0.015
joycedoby.bsky.social,reverse_chronological,4.0,0.086
joycedoby.bsky.social,reverse_chronological,5.0,0.071
joycedoby.bsky.social,reverse_chronological,6.0,0.085
joycedoby.bsky.social,reverse_chronological,7.0,0.082
joycedoby.bsky.social,reverse_chronological,8.0,0.139
joyceturn.bsky.social,engagement,1.0,0.0
joyceturn.bsky.social,engagement,2.0,0.004
joyceturn.bsky.social,engagement,3.0,0.01
joyceturn.bsky.social,engagement,4.0,0.012
joyceturn.bsky.social,engagement,5.0,0.052
joyceturn.bsky.social,engagement,6.0,0.022
joyceturn.bsky.social,engagement,7.0,0.013
joyceturn.bsky.social,engagement,8.0,0.0
joyjames.bsky.social,engagement,1.0,0.0
joyjames.bsky.social,engagement,2.0,0.013
joyjames.bsky.social,engagement,3.0,0.059
joyjames.bsky.social,engagement,4.0,0.05
joyjames.bsky.social,engagement,5.0,0.061
joyjames.bsky.social,engagement,6.0,0.068
joyjames.bsky.social,engagement,7.0,0.066
joyjames.bsky.social,engagement,8.0,0.11
joyjoy22.bsky.social,representative_diversification,1.0,0.0
joyjoy22.bsky.social,representative_diversification,2.0,0.0
joyjoy22.bsky.social,representative_diversification,3.0,0.092
joyjoy22.bsky.social,representative_diversification,4.0,0.153
joyjoy22.bsky.social,representative_diversification,5.0,0.153
joyjoy22.bsky.social,representative_diversification,6.0,0.155
joyjoy22.bsky.social,representative_diversification,7.0,0.178
joyjoy22.bsky.social,representative_diversification,8.0,0.15
joyjoy300.bsky.social,engagement,1.0,0.017
joyjoy300.bsky.social,engagement,2.0,0.0
joyjoy300.bsky.social,engagement,3.0,0.092
joyjoy300.bsky.social,engagement,4.0,0.491
joyjoy300.bsky.social,engagement,5.0,0.5
joyjoy300.bsky.social,engagement,6.0,0.5
joyjoy300.bsky.social,engagement,7.0,0.5
joyjoy300.bsky.social,engagement,8.0,0.477
jrronimo.bsky.social,reverse_chronological,1.0,0.027
jrronimo.bsky.social,reverse_chronological,2.0,0.0
jrronimo.bsky.social,reverse_chronological,3.0,0.072
jrronimo.bsky.social,reverse_chronological,4.0,0.493
jrronimo.bsky.social,reverse_chronological,5.0,0.5
jrronimo.bsky.social,reverse_chronological,6.0,0.5
jrronimo.bsky.social,reverse_chronological,7.0,0.5
jrronimo.bsky.social,reverse_chronological,8.0,0.5
jsd-aniel.bsky.social,engagement,1.0,0.0
jsd-aniel.bsky.social,engagement,2.0,0.0
jsd-aniel.bsky.social,engagement,3.0,0.005
jsd-aniel.bsky.social,engagement,4.0,0.046
jsd-aniel.bsky.social,engagement,5.0,0.034
jsd-aniel.bsky.social,engagement,6.0,0.033
jsd-aniel.bsky.social,engagement,7.0,0.047
jsd-aniel.bsky.social,engagement,8.0,0.048
jsoldier1575.bsky.social,engagement,1.0,0.0
jsoldier1575.bsky.social,engagement,2.0,0.0
jsoldier1575.bsky.social,engagement,3.0,0.0
jsoldier1575.bsky.social,engagement,4.0,0.0
jsoldier1575.bsky.social,engagement,5.0,0.006
jsoldier1575.bsky.social,engagement,6.0,0.0
jsoldier1575.bsky.social,engagement,7.0,0.001
jsoldier1575.bsky.social,engagement,8.0,0.003
juan.mywasteofspace.com,engagement,1.0,0.02
juan.mywasteofspace.com,engagement,2.0,0.038
juan.mywasteofspace.com,engagement,3.0,0.139
juan.mywasteofspace.com,engagement,4.0,0.492
juan.mywasteofspace.com,engagement,5.0,0.5
juan.mywasteofspace.com,engagement,6.0,0.5
juan.mywasteofspace.com,engagement,7.0,0.5
juan.mywasteofspace.com,engagement,8.0,0.481
judekenneth.bsky.social,engagement,1.0,0.094
judekenneth.bsky.social,engagement,2.0,0.063
judekenneth.bsky.social,engagement,3.0,0.194
judekenneth.bsky.social,engagement,4.0,0.491
judekenneth.bsky.social,engagement,5.0,0.5
judekenneth.bsky.social,engagement,6.0,0.5
judekenneth.bsky.social,engagement,7.0,0.5
judekenneth.bsky.social,engagement,8.0,0.473
judetx.bsky.social,representative_diversification,1.0,0.25
judetx.bsky.social,representative_diversification,2.0,0.0
judetx.bsky.social,representative_diversification,3.0,0.316
judetx.bsky.social,representative_diversification,4.0,0.5
judetx.bsky.social,representative_diversification,5.0,0.5
judetx.bsky.social,representative_diversification,6.0,0.5
judetx.bsky.social,representative_diversification,7.0,0.491
judetx.bsky.social,representative_diversification,8.0,0.5
judith001.bsky.social,reverse_chronological,1.0,0.0
judith001.bsky.social,reverse_chronological,2.0,0.069
judith001.bsky.social,reverse_chronological,3.0,0.12
judith001.bsky.social,reverse_chronological,4.0,0.493
judith001.bsky.social,reverse_chronological,5.0,0.5
judith001.bsky.social,reverse_chronological,6.0,0.5
judith001.bsky.social,reverse_chronological,7.0,0.5
judith001.bsky.social,reverse_chronological,8.0,0.484
juju83.bsky.social,representative_diversification,1.0,0.0
juju83.bsky.social,representative_diversification,2.0,0.0
juju83.bsky.social,representative_diversification,3.0,0.006
juju83.bsky.social,representative_diversification,4.0,0.01
juju83.bsky.social,representative_diversification,5.0,0.047
juju83.bsky.social,representative_diversification,6.0,0.052
juju83.bsky.social,representative_diversification,7.0,0.058
juju83.bsky.social,representative_diversification,8.0,0.015
jujujum.bsky.social,reverse_chronological,1.0,0.055
jujujum.bsky.social,reverse_chronological,2.0,0.0
jujujum.bsky.social,reverse_chronological,3.0,0.0
jujujum.bsky.social,reverse_chronological,4.0,0.141
jujujum.bsky.social,reverse_chronological,5.0,0.238
jujujum.bsky.social,reverse_chronological,6.0,0.183
jujujum.bsky.social,reverse_chronological,7.0,0.236
jujujum.bsky.social,reverse_chronological,8.0,0.303
julian-oliver.bsky.social,reverse_chronological,1.0,0.0
julian-oliver.bsky.social,reverse_chronological,2.0,0.0
julian-oliver.bsky.social,reverse_chronological,3.0,0.003
julian-oliver.bsky.social,reverse_chronological,4.0,0.314
julian-oliver.bsky.social,reverse_chronological,5.0,0.5
julian-oliver.bsky.social,reverse_chronological,6.0,0.5
julian-oliver.bsky.social,reverse_chronological,7.0,0.5
julian-oliver.bsky.social,reverse_chronological,8.0,0.473
juliansteves25.bsky.social,reverse_chronological,1.0,0.0
juliansteves25.bsky.social,reverse_chronological,2.0,0.0
juliansteves25.bsky.social,reverse_chronological,3.0,0.115
juliansteves25.bsky.social,reverse_chronological,4.0,0.162
juliansteves25.bsky.social,reverse_chronological,5.0,0.175
juliansteves25.bsky.social,reverse_chronological,6.0,0.219
juliansteves25.bsky.social,reverse_chronological,7.0,0.231
juliansteves25.bsky.social,reverse_chronological,8.0,0.244
juliasmiths794.bsky.social,reverse_chronological,1.0,0.0
juliasmiths794.bsky.social,reverse_chronological,2.0,0.0
juliasmiths794.bsky.social,reverse_chronological,3.0,0.033
juliasmiths794.bsky.social,reverse_chronological,4.0,0.094
juliasmiths794.bsky.social,reverse_chronological,5.0,0.114
juliasmiths794.bsky.social,reverse_chronological,6.0,0.123
juliasmiths794.bsky.social,reverse_chronological,7.0,0.12
juliasmiths794.bsky.social,reverse_chronological,8.0,0.143
julii15.bsky.social,engagement,1.0,0.001
julii15.bsky.social,engagement,2.0,0.013
julii15.bsky.social,engagement,3.0,0.025
julii15.bsky.social,engagement,4.0,0.133
julii15.bsky.social,engagement,5.0,0.105
julii15.bsky.social,engagement,6.0,0.099
julii15.bsky.social,engagement,7.0,0.1
julii15.bsky.social,engagement,8.0,0.102
juliusthurston.bsky.social,reverse_chronological,1.0,0.0
juliusthurston.bsky.social,reverse_chronological,2.0,0.0
juliusthurston.bsky.social,reverse_chronological,3.0,0.091
juliusthurston.bsky.social,reverse_chronological,4.0,0.491
juliusthurston.bsky.social,reverse_chronological,5.0,0.5
juliusthurston.bsky.social,reverse_chronological,6.0,0.5
juliusthurston.bsky.social,reverse_chronological,7.0,0.5
juliusthurston.bsky.social,reverse_chronological,8.0,0.459
julypena.bsky.social,representative_diversification,1.0,0.0
julypena.bsky.social,representative_diversification,2.0,0.017
julypena.bsky.social,representative_diversification,3.0,0.021
julypena.bsky.social,representative_diversification,4.0,0.12
julypena.bsky.social,representative_diversification,5.0,0.102
julypena.bsky.social,representative_diversification,6.0,0.115
julypena.bsky.social,representative_diversification,7.0,0.401
julypena.bsky.social,representative_diversification,8.0,0.484
just-icej.bsky.social,engagement,1.0,0.0
just-icej.bsky.social,engagement,2.0,0.026
just-icej.bsky.social,engagement,3.0,0.05
just-icej.bsky.social,engagement,4.0,0.182
just-icej.bsky.social,engagement,5.0,0.163
just-icej.bsky.social,engagement,6.0,0.17
just-icej.bsky.social,engagement,7.0,0.206
just-icej.bsky.social,engagement,8.0,0.167
justinkase.bsky.social,engagement,1.0,0.0
justinkase.bsky.social,engagement,2.0,0.0
justinkase.bsky.social,engagement,3.0,0.001
justinkase.bsky.social,engagement,4.0,0.025
justinkase.bsky.social,engagement,5.0,0.012
justinkase.bsky.social,engagement,6.0,0.005
justinkase.bsky.social,engagement,7.0,0.001
justinkase.bsky.social,engagement,8.0,0.0
justinmax.bsky.social,representative_diversification,1.0,0.0
justinmax.bsky.social,representative_diversification,2.0,0.0
justinmax.bsky.social,representative_diversification,3.0,0.04
justinmax.bsky.social,representative_diversification,4.0,0.115
justinmax.bsky.social,representative_diversification,5.0,0.1
justinmax.bsky.social,representative_diversification,6.0,0.098
justinmax.bsky.social,representative_diversification,7.0,0.111
justinmax.bsky.social,representative_diversification,8.0,0.184
justinmyers.net,engagement,1.0,0.032
justinmyers.net,engagement,2.0,0.005
justinmyers.net,engagement,3.0,0.103
justinmyers.net,engagement,4.0,0.494
justinmyers.net,engagement,5.0,0.5
justinmyers.net,engagement,6.0,0.5
justinmyers.net,engagement,7.0,0.5
justinmyers.net,engagement,8.0,0.5
justlookingatstuff.bsky.social,representative_diversification,1.0,0.0
justlookingatstuff.bsky.social,representative_diversification,2.0,0.058
justlookingatstuff.bsky.social,representative_diversification,3.0,0.059
justlookingatstuff.bsky.social,representative_diversification,4.0,0.056
justlookingatstuff.bsky.social,representative_diversification,5.0,0.086
justlookingatstuff.bsky.social,representative_diversification,6.0,0.233
justlookingatstuff.bsky.social,representative_diversification,7.0,0.133
justlookingatstuff.bsky.social,representative_diversification,8.0,0.172
justmanamaka.bsky.social,reverse_chronological,1.0,0.092
justmanamaka.bsky.social,reverse_chronological,2.0,0.042
justmanamaka.bsky.social,reverse_chronological,3.0,0.201
justmanamaka.bsky.social,reverse_chronological,4.0,0.186
justmanamaka.bsky.social,reverse_chronological,5.0,0.241
justmanamaka.bsky.social,reverse_chronological,6.0,0.327
justmanamaka.bsky.social,reverse_chronological,7.0,0.286
justmanamaka.bsky.social,reverse_chronological,8.0,0.367
justshell46.bsky.social,engagement,1.0,0.0
justshell46.bsky.social,engagement,2.0,0.021
justshell46.bsky.social,engagement,3.0,0.03
justshell46.bsky.social,engagement,4.0,0.036
justshell46.bsky.social,engagement,5.0,0.049
justshell46.bsky.social,engagement,6.0,0.093
justshell46.bsky.social,engagement,7.0,0.12
justshell46.bsky.social,engagement,8.0,0.373
kaalyn.bsky.social,reverse_chronological,1.0,
kaalyn.bsky.social,reverse_chronological,2.0,0.0
kaalyn.bsky.social,reverse_chronological,3.0,0.0
kaalyn.bsky.social,reverse_chronological,4.0,0.0
kaalyn.bsky.social,reverse_chronological,5.0,0.0
kaalyn.bsky.social,reverse_chronological,6.0,0.003
kaalyn.bsky.social,reverse_chronological,7.0,0.03
kaalyn.bsky.social,reverse_chronological,8.0,0.021
kaijai84.bsky.social,representative_diversification,1.0,
kaijai84.bsky.social,representative_diversification,2.0,0.03
kaijai84.bsky.social,representative_diversification,3.0,0.031
kaijai84.bsky.social,representative_diversification,4.0,0.316
kaijai84.bsky.social,representative_diversification,5.0,0.416
kaijai84.bsky.social,representative_diversification,6.0,0.47
kaijai84.bsky.social,representative_diversification,7.0,0.5
kaijai84.bsky.social,representative_diversification,8.0,0.448
kairow.bsky.social,reverse_chronological,1.0,0.0
kairow.bsky.social,reverse_chronological,2.0,0.0
kairow.bsky.social,reverse_chronological,3.0,0.0
kairow.bsky.social,reverse_chronological,4.0,0.011
kairow.bsky.social,reverse_chronological,5.0,0.01
kairow.bsky.social,reverse_chronological,6.0,0.0
kairow.bsky.social,reverse_chronological,7.0,0.006
kairow.bsky.social,reverse_chronological,8.0,0.017
kamilty.bsky.social,reverse_chronological,1.0,0.02
kamilty.bsky.social,reverse_chronological,2.0,0.007
kamilty.bsky.social,reverse_chronological,3.0,0.03
kamilty.bsky.social,reverse_chronological,4.0,0.035
kamilty.bsky.social,reverse_chronological,5.0,0.03
kamilty.bsky.social,reverse_chronological,6.0,0.03
kamilty.bsky.social,reverse_chronological,7.0,0.047
kamilty.bsky.social,reverse_chronological,8.0,0.035
karentody.bsky.social,reverse_chronological,1.0,0.014
karentody.bsky.social,reverse_chronological,2.0,0.0
karentody.bsky.social,reverse_chronological,3.0,0.02
karentody.bsky.social,reverse_chronological,4.0,0.17
karentody.bsky.social,reverse_chronological,5.0,0.491
karentody.bsky.social,reverse_chronological,6.0,0.5
karentody.bsky.social,reverse_chronological,7.0,0.5
karentody.bsky.social,reverse_chronological,8.0,0.5
karismenasey23.bsky.social,engagement,1.0,0.032
karismenasey23.bsky.social,engagement,2.0,0.0
karismenasey23.bsky.social,engagement,3.0,0.02
karismenasey23.bsky.social,engagement,4.0,0.056
karismenasey23.bsky.social,engagement,5.0,0.182
karismenasey23.bsky.social,engagement,6.0,0.19
karismenasey23.bsky.social,engagement,7.0,0.204
karismenasey23.bsky.social,engagement,8.0,0.219
karla2.bsky.social,engagement,1.0,0.0
karla2.bsky.social,engagement,2.0,0.0
karla2.bsky.social,engagement,3.0,0.091
karla2.bsky.social,engagement,4.0,0.491
karla2.bsky.social,engagement,5.0,0.5
karla2.bsky.social,engagement,6.0,0.5
karla2.bsky.social,engagement,7.0,0.5
karla2.bsky.social,engagement,8.0,0.464
karyavinbes.bsky.social,engagement,1.0,0.009
karyavinbes.bsky.social,engagement,2.0,0.042
karyavinbes.bsky.social,engagement,3.0,0.143
karyavinbes.bsky.social,engagement,4.0,0.493
karyavinbes.bsky.social,engagement,5.0,0.5
karyavinbes.bsky.social,engagement,6.0,0.5
karyavinbes.bsky.social,engagement,7.0,0.5
karyavinbes.bsky.social,engagement,8.0,0.477
kasirikarim.bsky.social,representative_diversification,1.0,0.0
kasirikarim.bsky.social,representative_diversification,2.0,0.0
kasirikarim.bsky.social,representative_diversification,3.0,0.0
kasirikarim.bsky.social,representative_diversification,4.0,0.197
kasirikarim.bsky.social,representative_diversification,5.0,0.304
kasirikarim.bsky.social,representative_diversification,6.0,0.303
kasirikarim.bsky.social,representative_diversification,7.0,0.35
kasirikarim.bsky.social,representative_diversification,8.0,0.338
kasperjohn.bsky.social,representative_diversification,1.0,0.0
kasperjohn.bsky.social,representative_diversification,2.0,0.02
kasperjohn.bsky.social,representative_diversification,3.0,0.059
kasperjohn.bsky.social,representative_diversification,4.0,0.29
kasperjohn.bsky.social,representative_diversification,5.0,0.224
kasperjohn.bsky.social,representative_diversification,6.0,0.245
kasperjohn.bsky.social,representative_diversification,7.0,0.363
kasperjohn.bsky.social,representative_diversification,8.0,0.354
kate19.bsky.social,engagement,1.0,0.0
kate19.bsky.social,engagement,2.0,0.007
kate19.bsky.social,engagement,3.0,0.003
kate19.bsky.social,engagement,4.0,0.153
kate19.bsky.social,engagement,5.0,0.22
kate19.bsky.social,engagement,6.0,0.224
kate19.bsky.social,engagement,7.0,0.274
kate19.bsky.social,engagement,8.0,0.228
kateweb.bsky.social,representative_diversification,1.0,0.061
kateweb.bsky.social,representative_diversification,2.0,0.023
kateweb.bsky.social,representative_diversification,3.0,0.123
kateweb.bsky.social,representative_diversification,4.0,0.492
kateweb.bsky.social,representative_diversification,5.0,0.5
kateweb.bsky.social,representative_diversification,6.0,0.5
kateweb.bsky.social,representative_diversification,7.0,0.5
kateweb.bsky.social,representative_diversification,8.0,0.489
katheey.bsky.social,representative_diversification,1.0,0.0
katheey.bsky.social,representative_diversification,2.0,0.006
katheey.bsky.social,representative_diversification,3.0,0.038
katheey.bsky.social,representative_diversification,4.0,0.16
katheey.bsky.social,representative_diversification,5.0,0.151
katheey.bsky.social,representative_diversification,6.0,0.167
katheey.bsky.social,representative_diversification,7.0,0.235
katheey.bsky.social,representative_diversification,8.0,0.211
katherinesam.bsky.social,reverse_chronological,1.0,0.0
katherinesam.bsky.social,reverse_chronological,2.0,0.0
katherinesam.bsky.social,reverse_chronological,3.0,0.006
katherinesam.bsky.social,reverse_chronological,4.0,0.0
katherinesam.bsky.social,reverse_chronological,5.0,0.0
katherinesam.bsky.social,reverse_chronological,6.0,0.0
katherinesam.bsky.social,reverse_chronological,7.0,0.006
katherinesam.bsky.social,reverse_chronological,8.0,0.003
kathyjack.bsky.social,reverse_chronological,1.0,0.0
kathyjack.bsky.social,reverse_chronological,2.0,0.019
kathyjack.bsky.social,reverse_chronological,3.0,0.053
kathyjack.bsky.social,reverse_chronological,4.0,0.06
kathyjack.bsky.social,reverse_chronological,5.0,0.057
kathyjack.bsky.social,reverse_chronological,6.0,0.124
kathyjack.bsky.social,reverse_chronological,7.0,0.114
kathyjack.bsky.social,reverse_chronological,8.0,0.133
kay-kay1.bsky.social,reverse_chronological,1.0,0.0
kay-kay1.bsky.social,reverse_chronological,2.0,0.08
kay-kay1.bsky.social,reverse_chronological,3.0,0.091
kay-kay1.bsky.social,reverse_chronological,4.0,0.491
kay-kay1.bsky.social,reverse_chronological,5.0,0.5
kay-kay1.bsky.social,reverse_chronological,6.0,0.5
kay-kay1.bsky.social,reverse_chronological,7.0,0.5
kay-kay1.bsky.social,reverse_chronological,8.0,0.483
kayleighz.bsky.social,representative_diversification,1.0,0.071
kayleighz.bsky.social,representative_diversification,2.0,0.02
kayleighz.bsky.social,representative_diversification,3.0,0.091
kayleighz.bsky.social,representative_diversification,4.0,0.491
kayleighz.bsky.social,representative_diversification,5.0,0.5
kayleighz.bsky.social,representative_diversification,6.0,0.5
kayleighz.bsky.social,representative_diversification,7.0,0.5
kayleighz.bsky.social,representative_diversification,8.0,0.475
kchanlp.bsky.social,representative_diversification,1.0,0.0
kchanlp.bsky.social,representative_diversification,2.0,0.004
kchanlp.bsky.social,representative_diversification,3.0,0.125
kchanlp.bsky.social,representative_diversification,4.0,0.491
kchanlp.bsky.social,representative_diversification,5.0,0.5
kchanlp.bsky.social,representative_diversification,6.0,0.5
kchanlp.bsky.social,representative_diversification,7.0,0.5
kchanlp.bsky.social,representative_diversification,8.0,0.421
kellib90.bsky.social,representative_diversification,1.0,
kellib90.bsky.social,representative_diversification,2.0,
kellib90.bsky.social,representative_diversification,3.0,0.0
kellib90.bsky.social,representative_diversification,4.0,0.0
kellib90.bsky.social,representative_diversification,5.0,0.006
kellib90.bsky.social,representative_diversification,6.0,0.0
kellib90.bsky.social,representative_diversification,7.0,0.002
kellib90.bsky.social,representative_diversification,8.0,0.012
kellye8.bsky.social,representative_diversification,1.0,0.0
kellye8.bsky.social,representative_diversification,2.0,0.02
kellye8.bsky.social,representative_diversification,3.0,0.102
kellye8.bsky.social,representative_diversification,4.0,0.49
kellye8.bsky.social,representative_diversification,5.0,0.5
kellye8.bsky.social,representative_diversification,6.0,0.5
kellye8.bsky.social,representative_diversification,7.0,0.5
kellye8.bsky.social,representative_diversification,8.0,0.484
kellymi.bsky.social,reverse_chronological,1.0,0.0
kellymi.bsky.social,reverse_chronological,2.0,0.0
kellymi.bsky.social,reverse_chronological,3.0,0.285
kellymi.bsky.social,reverse_chronological,4.0,0.492
kellymi.bsky.social,reverse_chronological,5.0,0.5
kellymi.bsky.social,reverse_chronological,6.0,0.5
kellymi.bsky.social,reverse_chronological,7.0,0.5
kellymi.bsky.social,reverse_chronological,8.0,0.5
kellyrayman.bsky.social,representative_diversification,1.0,0.0
kellyrayman.bsky.social,representative_diversification,2.0,0.04
kellyrayman.bsky.social,representative_diversification,3.0,0.27
kellyrayman.bsky.social,representative_diversification,4.0,0.496
